Mouse.Ensembl.Gene.ID	Human.Ensembl.Gene.ID	Gencode19	Human_Symbol	Mouse_Symbol
ENSMUSG00000036676	ENSG00000139324	ENSG00000139324.7	TMTC3	Tmtc3
ENSMUSG00000036678	ENSG00000094914	ENSG00000094914.8	AAAS	Aaas
ENSMUSG00000036686	ENSG00000132024	ENSG00000132024.13	CC2D1A	Cc2d1a
ENSMUSG00000036693	ENSG00000087269	ENSG00000087269.11	NOP14	Nop14
ENSMUSG00000036698	ENSG00000123908	ENSG00000123908.7	AGO2	Ago2
ENSMUSG00000036699	ENSG00000166707	ENSG00000166707.6	ZCCHC18	Zcchc12
ENSMUSG00000036699	ENSG00000174460	ENSG00000174460.3	ZCCHC12	Zcchc12
ENSMUSG00000036707	ENSG00000135932	ENSG00000135932.6	CAB39	Cab39
ENSMUSG00000036712	ENSG00000083799	ENSG00000083799.13	CYLD	Cyld
ENSMUSG00000036718	ENSG00000164877	ENSG00000164877.14	MICALL2	Micall2
ENSMUSG00000036721	ENSG00000158691	ENSG00000158691.10	ZSCAN12	Zscan12
ENSMUSG00000036731	ENSG00000197191	ENSG00000197191.3	C9orf169	2310002J15Rik
ENSMUSG00000036733	ENSG00000126254	ENSG00000126254.7	RBM42	Rbm42
ENSMUSG00000036737	ENSG00000172939	ENSG00000172939.4	OXSR1	Oxsr1
ENSMUSG00000036743	ENSG00000154611	ENSG00000154611.10	PSMA8	Psma8
ENSMUSG00000036744	ENSG00000188124	ENSG00000188124.2	OR2AG2	Olfr701
ENSMUSG00000036744	ENSG00000170803	ENSG00000170803.4	OR2AG1	Olfr701
ENSMUSG00000036745	ENSG00000137941	ENSG00000137941.12	TTLL7	Ttll7
ENSMUSG00000036748	ENSG00000107874	ENSG00000107874.6	CUEDC2	Cuedc2
ENSMUSG00000036751	ENSG00000126267	ENSG00000126267.4	COX6B1	Cox6b1
ENSMUSG00000036752	ENSG00000188229	ENSG00000188229.5	TUBB4B	Tubb4b
ENSMUSG00000036760	ENSG00000169427	ENSG00000169427.2	KCNK9	Kcnk9
ENSMUSG00000036764	ENSG00000108176	ENSG00000108176.10	DNAJC12	Dnajc12
ENSMUSG00000036766	ENSG00000187957	ENSG00000187957.7	DNER	Dner
ENSMUSG00000036768	ENSG00000163808	ENSG00000163808.12	KIF15	Kif15
ENSMUSG00000036769	ENSG00000131725	ENSG00000131725.9	WDR44	Wdr44
ENSMUSG00000036770	ENSG00000197768	ENSG00000197768.6	C9orf173	4933433C11Rik
ENSMUSG00000036775	ENSG00000242612	ENSG00000242612.2	DECR2	Decr2
ENSMUSG00000036777	ENSG00000011426	ENSG00000011426.6	ANLN	Anln
ENSMUSG00000036779	ENSG00000121274	ENSG00000121274.8	PAPD5	Papd5
ENSMUSG00000036781	ENSG00000185088	ENSG00000185088.8	RPS27L	Rps27l
ENSMUSG00000036782	ENSG00000003096	ENSG00000003096.9	KLHL13	Klhl13
ENSMUSG00000036790	ENSG00000185985	ENSG00000185985.7	SLITRK2	Slitrk2
ENSMUSG00000036792	ENSG00000204406	ENSG00000204406.7	MBD5	Mbd5
ENSMUSG00000036800	ENSG00000147724	ENSG00000147724.7	FAM135B	Fam135b
ENSMUSG00000036805	ENSG00000188747	ENSG00000188747.4	NOXA1	Noxa1
ENSMUSG00000036810	ENSG00000205423	ENSG00000205423.7	CNEP1R1	Cnep1r1
ENSMUSG00000036813	ENSG00000188833	ENSG00000188833.5	ENTPD8	Entpd8
ENSMUSG00000036814	ENSG00000163817	ENSG00000163817.11	SLC6A20	Slc6a20a
ENSMUSG00000036815	ENSG00000175497	ENSG00000175497.12	DPP10	Dpp10
ENSMUSG00000036816	ENSG00000179774	ENSG00000179774.7	ATOH7	Atoh7
ENSMUSG00000036817	ENSG00000164828	ENSG00000164828.13	SUN1	Sun1
ENSMUSG00000036819	ENSG00000081692	ENSG00000081692.8	JMJD4	Jmjd4
ENSMUSG00000036820	ENSG00000162066	ENSG00000162066.10	AMDHD2	Amdhd2
ENSMUSG00000036822	ENSG00000197579	ENSG00000197579.3	TOPORS	Topors
ENSMUSG00000036825	ENSG00000117155	ENSG00000117155.12	SSX2IP	Ssx2ip
ENSMUSG00000036826	ENSG00000126246	ENSG00000126246.5	IGFLR1	Igflr1
ENSMUSG00000036832	ENSG00000171517	ENSG00000171517.5	LPAR3	Lpar3
ENSMUSG00000036833	ENSG00000130653	ENSG00000130653.11	PNPLA7	Pnpla7
ENSMUSG00000036834	ENSG00000114805	ENSG00000114805.12	PLCH1	Plch1
ENSMUSG00000036835	ENSG00000205155	ENSG00000205155.3	PSENEN	Psenen
ENSMUSG00000036840	ENSG00000196470	ENSG00000196470.7	SIAH1	Siah1a
ENSMUSG00000036845	ENSG00000267796	ENSG00000267796.3	LIN37	Lin37
ENSMUSG00000036850	ENSG00000182154	ENSG00000182154.7	MRPL41	Mrpl41
ENSMUSG00000036853	ENSG00000055732	ENSG00000055732.8	MCOLN3	Mcoln3
ENSMUSG00000036854	ENSG00000004776	ENSG00000004776.7	HSPB6	Hspb6
ENSMUSG00000036855	ENSG00000177291	ENSG00000177291.3	GJD4	Gjd4
ENSMUSG00000036856	ENSG00000162552	ENSG00000162552.10	WNT4	Wnt4
ENSMUSG00000036860	ENSG00000162910	ENSG00000162910.14	MRPL55	Mrpl55
ENSMUSG00000036862	ENSG00000166341	ENSG00000166341.6	DCHS1	Dchs1
ENSMUSG00000036863	ENSG00000097096	ENSG00000097096.8	SYDE2	Syde2
ENSMUSG00000036864	ENSG00000167595	ENSG00000167595.10	C19orf55	BC053749
ENSMUSG00000036867	ENSG00000137834	ENSG00000137834.10	SMAD6	Smad6
ENSMUSG00000036872	ENSG00000140798	ENSG00000140798.11	ABCC12	Abcc12
ENSMUSG00000036873	ENSG00000162642	ENSG00000162642.9	C1orf52	2410004B18Rik
ENSMUSG00000036875	ENSG00000138346	ENSG00000138346.10	DNA2	Dna2
ENSMUSG00000036879	ENSG00000102893	ENSG00000102893.11	PHKB	Phkb
ENSMUSG00000036880	ENSG00000167315	ENSG00000167315.13	ACAA2	Acaa2
ENSMUSG00000036882	ENSG00000004777	ENSG00000004777.14	ARHGAP33	Arhgap33
ENSMUSG00000036885	ENSG00000114790	ENSG00000114790.8	ARHGEF26	Arhgef26
ENSMUSG00000036887	ENSG00000173372	ENSG00000173372.12	C1QA	C1qa
ENSMUSG00000036890	ENSG00000121964	ENSG00000121964.10	GTDC1	Gtdc1
ENSMUSG00000036892	ENSG00000250799	ENSG00000250799.5	PRODH2	Prodh2
ENSMUSG00000036893	ENSG00000181090	ENSG00000181090.13	EHMT1	Ehmt1
ENSMUSG00000036894	ENSG00000181467	ENSG00000181467.2	RAP2B	Rap2b
ENSMUSG00000036896	ENSG00000159189	ENSG00000159189.7	C1QC	C1qc
ENSMUSG00000036899	ENSG00000127412	ENSG00000127412.2	TRPV5	Trpv5
ENSMUSG00000036902	ENSG00000171208	ENSG00000171208.5	NETO2	Neto2
ENSMUSG00000036904	ENSG00000177283	ENSG00000177283.4	FZD8	Fzd8
ENSMUSG00000036905	ENSG00000173369	ENSG00000173369.11	C1QB	C1qb
ENSMUSG00000036907	ENSG00000144119	ENSG00000144119.3	C1QL2	C1ql2
ENSMUSG00000036908	ENSG00000110057	ENSG00000110057.3	UNC93B1	Unc93b1
ENSMUSG00000036912	ENSG00000134627	ENSG00000134627.7	PIWIL4	Piwil4
ENSMUSG00000036913	ENSG00000119283	ENSG00000119283.11	TRIM67	Trim67
ENSMUSG00000036915	ENSG00000126259	ENSG00000126259.15	KIRREL2	Kirrel2
ENSMUSG00000036916	ENSG00000056277	ENSG00000056277.11	ZNF280C	Zfp280c
ENSMUSG00000036918	ENSG00000068724	ENSG00000068724.11	TTC7A	Ttc7
ENSMUSG00000036921	ENSG00000227868	ENSG00000227868.2	C1orf234	4930549C01Rik
ENSMUSG00000036923	ENSG00000165730	ENSG00000165730.10	STOX1	Stox1
ENSMUSG00000036928	ENSG00000066923	ENSG00000066923.13	STAG3	Stag3
ENSMUSG00000036931	ENSG00000167604	ENSG00000167604.9	NFKBID	Nfkbid
ENSMUSG00000036932	ENSG00000156709	ENSG00000156709.9	AIFM1	Aifm1
ENSMUSG00000036934	ENSG00000155330	ENSG00000155330.5	C16orf87	4921524J17Rik
ENSMUSG00000036938	ENSG00000204983	ENSG00000204983.8	PRSS1	Try5
ENSMUSG00000036938	ENSG00000010438	ENSG00000010438.12	PRSS3	Try5
ENSMUSG00000036940	ENSG00000004487	ENSG00000004487.11	KDM1A	Kdm1a
ENSMUSG00000036943	ENSG00000166128	ENSG00000166128.8	RAB8B	Rab8b
ENSMUSG00000036944	ENSG00000165071	ENSG00000165071.10	TMEM71	Tmem71
ENSMUSG00000036948	ENSG00000146826	ENSG00000146826.10	C7orf43	BC037034
ENSMUSG00000036949	ENSG00000148482	ENSG00000148482.7	SLC39A12	Slc39a12
ENSMUSG00000036955	ENSG00000198954	ENSG00000198954.4	KIAA1279	2510003E04Rik
ENSMUSG00000036957	ENSG00000126243	ENSG00000126243.4	LRFN3	Lrfn3
ENSMUSG00000036958	ENSG00000125831	ENSG00000125831.5	CST11	Cst11
ENSMUSG00000036959	ENSG00000085185	ENSG00000085185.11	BCORL1	Bcorl1
ENSMUSG00000036960	ENSG00000137975	ENSG00000137975.7	CLCA2	Clca5
ENSMUSG00000036961	ENSG00000075290	ENSG00000075290.7	WNT8B	Wnt8b
ENSMUSG00000036962	ENSG00000163075	ENSG00000163075.8	PCDP1	Gm101
ENSMUSG00000036964	ENSG00000162931	ENSG00000162931.7	TRIM17	Trim17
ENSMUSG00000036966	ENSG00000167778	ENSG00000167778.4	SPRYD3	Spryd3
ENSMUSG00000036968	ENSG00000166997	ENSG00000166997.3	CNPY4	Cnpy4
ENSMUSG00000036972	ENSG00000174963	ENSG00000174963.13	ZIC4	Zic4
ENSMUSG00000036975	ENSG00000144120	ENSG00000144120.8	TMEM177	Tmem177
ENSMUSG00000036977	ENSG00000164162	ENSG00000164162.8	ANAPC10	Anapc10
ENSMUSG00000036980	ENSG00000106290	ENSG00000106290.10	TAF6	Taf6
ENSMUSG00000036983	ENSG00000029639	ENSG00000029639.6	TFB1M	Tfb1m
ENSMUSG00000036985	ENSG00000188706	ENSG00000188706.8	ZDHHC9	Zdhhc9
ENSMUSG00000036986	ENSG00000140464	ENSG00000140464.15	PML	Pml
ENSMUSG00000036989	ENSG00000110171	ENSG00000110171.14	TRIM3	Trim3
ENSMUSG00000036990	ENSG00000164164	ENSG00000164164.11	OTUD4	Otud4
ENSMUSG00000036992	ENSG00000132661	ENSG00000132661.3	NXT1	Nxt1
ENSMUSG00000036995	ENSG00000088280	ENSG00000088280.14	ASAP3	Asap3
ENSMUSG00000037003	ENSG00000111077	ENSG00000111077.13	TENC1	Tenc1
ENSMUSG00000037005	ENSG00000122121	ENSG00000122121.6	XPNPEP2	Xpnpep2
ENSMUSG00000037007	ENSG00000166526	ENSG00000166526.12	ZNF3	Zfp113
ENSMUSG00000037010	ENSG00000171388	ENSG00000171388.9	APLN	Apln
ENSMUSG00000037012	ENSG00000156515	ENSG00000156515.17	HK1	Hk1
ENSMUSG00000037013	ENSG00000141380	ENSG00000141380.9	SS18	Ss18
ENSMUSG00000037014	ENSG00000132671	ENSG00000132671.4	SSTR4	Sstr4
ENSMUSG00000037016	ENSG00000150893	ENSG00000150893.9	FREM2	Frem2
ENSMUSG00000037017	ENSG00000166529	ENSG00000166529.10	ZSCAN21	Zscan21
ENSMUSG00000037020	ENSG00000075702	ENSG00000075702.12	WDR62	Wdr62
ENSMUSG00000037022	ENSG00000151611	ENSG00000151611.9	MMAA	Mmaa
ENSMUSG00000037025	ENSG00000125798	ENSG00000125798.10	FOXA2	Foxa2
ENSMUSG00000037029	ENSG00000167635	ENSG00000167635.7	ZNF146	Zfp146
ENSMUSG00000037031	ENSG00000099282	ENSG00000099282.5	TSPAN15	Tspan15
ENSMUSG00000037032	ENSG00000166313	ENSG00000166313.14	APBB1	Apbb1
ENSMUSG00000037034	ENSG00000125813	ENSG00000125813.9	PAX1	Pax1
ENSMUSG00000037035	ENSG00000163083	ENSG00000163083.5	INHBB	Inhbb
ENSMUSG00000037049	ENSG00000166311	ENSG00000166311.5	SMPD1	Smpd1
ENSMUSG00000037053	ENSG00000160862	ENSG00000160862.8	AZGP1	Azgp1
ENSMUSG00000037058	ENSG00000120727	ENSG00000120727.8	PAIP2	Paip2
ENSMUSG00000037060	ENSG00000170955	ENSG00000170955.9	PRKCDBP	Prkcdbp
ENSMUSG00000037062	ENSG00000097033	ENSG00000097033.10	SH3GLB1	Sh3glb1
ENSMUSG00000037070	ENSG00000147274	ENSG00000147274.10	RBMX	Rbmxl1
ENSMUSG00000037071	ENSG00000099194	ENSG00000099194.5	SCD	Scd1
ENSMUSG00000037072	ENSG00000183291	ENSG00000183291.11	SEP15	Sep15
ENSMUSG00000037075	ENSG00000170881	ENSG00000170881.4	RNF139	Rnf139
ENSMUSG00000037085	ENSG00000183665	ENSG00000183665.4	TRMT12	Trmt12
ENSMUSG00000037086	ENSG00000183631	ENSG00000183631.4	CXorf64	1110059M19Rik
ENSMUSG00000037089	ENSG00000157593	ENSG00000157593.12	SLC35B2	Slc35b2
ENSMUSG00000037095	ENSG00000171236	ENSG00000171236.9	LRG1	Lrg1
ENSMUSG00000037098	ENSG00000090565	ENSG00000090565.11	RAB11FIP3	Rab11fip3
ENSMUSG00000037101	ENSG00000137473	ENSG00000137473.13	TTC29	Ttc29
ENSMUSG00000037103	ENSG00000132017	ENSG00000132017.6	DCAF15	Dcaf15
ENSMUSG00000037104	ENSG00000171150	ENSG00000171150.7	SOCS5	Socs5
ENSMUSG00000037106	ENSG00000214814	ENSG00000214814.2	FER1L6	Fer1l6
ENSMUSG00000037108	ENSG00000078487	ENSG00000078487.13	ZCWPW1	Zcwpw1
ENSMUSG00000037110	ENSG00000188559	ENSG00000188559.9	RALGAPA2	Ralgapa2
ENSMUSG00000037111	ENSG00000145391	ENSG00000145391.9	SETD7	Setd7
ENSMUSG00000037112	ENSG00000170145	ENSG00000170145.4	SIK2	Sik2
ENSMUSG00000037119	ENSG00000176853	ENSG00000176853.11	FAM91A1	D15Ertd621e
ENSMUSG00000037124	ENSG00000162722	ENSG00000162722.8	TRIM58	Trim58
ENSMUSG00000037126	ENSG00000059915	ENSG00000059915.12	PSD	Psd
ENSMUSG00000037129	ENSG00000137747	ENSG00000137747.10	TMPRSS13	Tmprss13
ENSMUSG00000037134	ENSG00000164169	ENSG00000164169.8	PRMT10	Prmt10
ENSMUSG00000037138	ENSG00000144218	ENSG00000144218.14	AFF3	Aff3
ENSMUSG00000037139	ENSG00000142661	ENSG00000142661.14	MYOM3	Myom3
ENSMUSG00000037140	ENSG00000127364	ENSG00000127364.2	TAS2R4	Tas2r108
ENSMUSG00000037143	ENSG00000089101	ENSG00000089101.13	C20orf26	4930529M08Rik
ENSMUSG00000037148	ENSG00000071205	ENSG00000071205.7	ARHGAP10	Arhgap10
ENSMUSG00000037149	ENSG00000079785	ENSG00000079785.10	DDX1	Ddx1
ENSMUSG00000037151	ENSG00000172731	ENSG00000172731.9	LRRC20	Lrrc20
ENSMUSG00000037152	ENSG00000109390	ENSG00000109390.7	NDUFC1	Ndufc1
ENSMUSG00000037157	ENSG00000142677	ENSG00000142677.3	IL22RA1	Il22ra1
ENSMUSG00000037159	ENSG00000214102	ENSG00000214102.3	WEE2	Wee2
ENSMUSG00000037161	ENSG00000137463	ENSG00000137463.4	MGARP	Mgarp
ENSMUSG00000037166	ENSG00000167641	ENSG00000167641.6	PPP1R14A	Ppp1r14a
ENSMUSG00000037167	ENSG00000171478	ENSG00000171478.7	SPACA5B	Spaca5
ENSMUSG00000037167	ENSG00000171489	ENSG00000171489.6	SPACA5	Spaca5
ENSMUSG00000037169	ENSG00000134323	ENSG00000134323.10	MYCN	Mycn
ENSMUSG00000037171	ENSG00000156574	ENSG00000156574.5	NODAL	Nodal
ENSMUSG00000037172	ENSG00000257093	ENSG00000257093.2	KIAA1147	E330009J07Rik
ENSMUSG00000037174	ENSG00000109381	ENSG00000109381.15	ELF2	Elf2
ENSMUSG00000037185	ENSG00000167767	ENSG00000167767.9	KRT80	Krt80
ENSMUSG00000037188	ENSG00000158055	ENSG00000158055.11	GRHL3	Grhl3
ENSMUSG00000037190	ENSG00000114395	ENSG00000114395.6	CYB561D2	Cyb561d2
ENSMUSG00000037196	ENSG00000112530	ENSG00000112530.7	PACRG	Pacrg
ENSMUSG00000037197	ENSG00000134453	ENSG00000134453.11	RBM17	Rbm17
ENSMUSG00000037202	ENSG00000180644	ENSG00000180644.6	PRF1	Prf1
ENSMUSG00000037204	ENSG00000123395	ENSG00000123395.10	C12orf44	9430023L20Rik
ENSMUSG00000037206	ENSG00000129009	ENSG00000129009.8	ISLR	Islr
ENSMUSG00000037210	ENSG00000125386	ENSG00000125386.10	FAM193A	Fam193a
ENSMUSG00000037211	ENSG00000164056	ENSG00000164056.6	SPRY1	Spry1
ENSMUSG00000037214	ENSG00000131931	ENSG00000131931.4	THAP1	Thap1
ENSMUSG00000037216	ENSG00000144182	ENSG00000144182.12	LIPT1	Lipt1
ENSMUSG00000037217	ENSG00000008056	ENSG00000008056.8	SYN1	Syn1
ENSMUSG00000037221	ENSG00000106330	ENSG00000106330.7	MOSPD3	Mospd3
ENSMUSG00000037224	ENSG00000159733	ENSG00000159733.9	ZFYVE28	Zfyve28
ENSMUSG00000037225	ENSG00000138685	ENSG00000138685.8	FGF2	Fgf2
ENSMUSG00000037234	ENSG00000168172	ENSG00000168172.4	HOOK3	Hook3
ENSMUSG00000037235	ENSG00000123933	ENSG00000123933.10	MXD4	Mxd4
ENSMUSG00000037236	ENSG00000015479	ENSG00000015479.13	MATR3	Matr3
ENSMUSG00000037239	ENSG00000188766	ENSG00000188766.8	SPRED3	Spred3
ENSMUSG00000037242	ENSG00000169504	ENSG00000169504.10	CLIC4	Clic4
ENSMUSG00000037243	ENSG00000171163	ENSG00000171163.11	ZNF692	Zfp692
ENSMUSG00000037251	ENSG00000185900	ENSG00000185900.5	POMK	Pomk
ENSMUSG00000037253	ENSG00000176624	ENSG00000176624.9	MEX3C	Mex3c
ENSMUSG00000037254	ENSG00000151655	ENSG00000151655.13	ITIH2	Itih2
ENSMUSG00000037257	ENSG00000103591	ENSG00000103591.8	AAGAB	Aagab
ENSMUSG00000037259	ENSG00000089091	ENSG00000089091.12	DZANK1	Dzank1
ENSMUSG00000037260	ENSG00000165102	ENSG00000165102.10	HGSNAT	Hgsnat
ENSMUSG00000037262	ENSG00000151657	ENSG00000151657.7	KIN	Kin
ENSMUSG00000037263	ENSG00000132746	ENSG00000132746.10	ALDH3B2	1700055N04Rik
ENSMUSG00000037266	ENSG00000117616	ENSG00000117616.13	C1orf63	D4Wsu53e
ENSMUSG00000037270	ENSG00000138688	ENSG00000138688.11	KIAA1109	4932438A13Rik
ENSMUSG00000037275	ENSG00000082516	ENSG00000082516.8	GEMIN5	Gemin5
ENSMUSG00000037278	ENSG00000109084	ENSG00000109084.9	TMEM97	Tmem97
ENSMUSG00000037279	ENSG00000125850	ENSG00000125850.6	OVOL2	Ovol2
ENSMUSG00000037280	ENSG00000139629	ENSG00000139629.11	GALNT6	Galnt6
ENSMUSG00000037286	ENSG00000118007	ENSG00000118007.8	STAG1	Stag1
ENSMUSG00000037287	ENSG00000154114	ENSG00000154114.8	TBCEL	Tbcel
ENSMUSG00000037295	ENSG00000157978	ENSG00000157978.7	LDLRAP1	Ldlrap1
ENSMUSG00000037296	ENSG00000175324	ENSG00000175324.5	LSM1	Lsm1
ENSMUSG00000037300	ENSG00000143643	ENSG00000143643.8	TTC13	Ttc13
ENSMUSG00000037306	ENSG00000117643	ENSG00000117643.10	MAN1C1	Man1c1
ENSMUSG00000037307	ENSG00000125888	ENSG00000125888.10	BANF2	Banf2
ENSMUSG00000037313	ENSG00000013810	ENSG00000013810.14	TACC3	Tacc3
ENSMUSG00000037315	ENSG00000102221	ENSG00000102221.9	JADE3	Phf16
ENSMUSG00000037316	ENSG00000156735	ENSG00000156735.6	BAG4	Bag4
ENSMUSG00000037318	ENSG00000009790	ENSG00000009790.10	TRAF3IP3	Traf3ip3
ENSMUSG00000037321	ENSG00000168394	ENSG00000168394.9	TAP1	Tap1
ENSMUSG00000037325	ENSG00000138686	ENSG00000138686.5	BBS7	Bbs7
ENSMUSG00000037326	ENSG00000103326	ENSG00000103326.6	CAPN15	Capn15
ENSMUSG00000037331	ENSG00000155506	ENSG00000155506.12	LARP1	Larp1
ENSMUSG00000037335	ENSG00000113196	ENSG00000113196.2	HAND1	Hand1
ENSMUSG00000037336	ENSG00000205639	ENSG00000205639.5	MFSD2B	Mfsd2b
ENSMUSG00000037337	ENSG00000104814	ENSG00000104814.8	MAP4K1	Map4k1
ENSMUSG00000037339	ENSG00000174137	ENSG00000174137.8	FAM53A	Fam53a
ENSMUSG00000037341	ENSG00000065923	ENSG00000065923.5	SLC9A7	Slc9a7
ENSMUSG00000037343	ENSG00000064313	ENSG00000064313.7	TAF2	Taf2
ENSMUSG00000037344	ENSG00000146828	ENSG00000146828.13	SLC12A9	Slc12a9
ENSMUSG00000037346	ENSG00000134489	ENSG00000134489.6	HRH4	Hrh4
ENSMUSG00000037347	ENSG00000147119	ENSG00000147119.3	CHST7	Chst7
ENSMUSG00000037348	ENSG00000182749	ENSG00000182749.5	PAQR7	Paqr7
ENSMUSG00000037349	ENSG00000149761	ENSG00000149761.4	NUDT22	Nudt22
ENSMUSG00000037351	ENSG00000115073	ENSG00000115073.6	ACTR1B	Actr1b
ENSMUSG00000037353	ENSG00000050426	ENSG00000050426.11	LETMD1	Letmd1
ENSMUSG00000037355	ENSG00000163945	ENSG00000163945.11	UVSSA	Uvssa
ENSMUSG00000037358	ENSG00000147113	ENSG00000147113.12	CXorf36	4930578C19Rik
ENSMUSG00000037361	ENSG00000115128	ENSG00000115128.6	SF3B14	0610009D07Rik
ENSMUSG00000037362	ENSG00000136999	ENSG00000136999.4	NOV	Nov
ENSMUSG00000037363	ENSG00000165046	ENSG00000165046.8	LETM2	Letm2
ENSMUSG00000037364	ENSG00000087087	ENSG00000087087.14	SRRT	Srrt
ENSMUSG00000037366	ENSG00000158006	ENSG00000158006.9	PAFAH2	Pafah2
ENSMUSG00000037369	ENSG00000147050	ENSG00000147050.10	KDM6A	Kdm6a
ENSMUSG00000037370	ENSG00000197594	ENSG00000197594.7	ENPP1	Enpp1
ENSMUSG00000037373	ENSG00000159692	ENSG00000159692.11	CTBP1	Ctbp1
ENSMUSG00000037375	ENSG00000054392	ENSG00000054392.8	HHAT	Hhat
ENSMUSG00000037376	ENSG00000089195	ENSG00000089195.10	TRMT6	Trmt6
ENSMUSG00000037379	ENSG00000159674	ENSG00000159674.7	SPON2	Spon2
ENSMUSG00000037386	ENSG00000176406	ENSG00000176406.16	RIMS2	Rims2
ENSMUSG00000037390	ENSG00000169876	ENSG00000169876.9	MUC17	Muc3
ENSMUSG00000037393	ENSG00000132911	ENSG00000132911.4	NMUR2	Nmur2
ENSMUSG00000037395	ENSG00000117625	ENSG00000117625.9	RCOR3	Rcor3
ENSMUSG00000037400	ENSG00000058063	ENSG00000058063.11	ATP11B	Atp11b
ENSMUSG00000037405	ENSG00000090339	ENSG00000090339.4	ICAM1	Icam1
ENSMUSG00000037406	ENSG00000169495	ENSG00000169495.4	HTRA4	Htra4
ENSMUSG00000037408	ENSG00000158158	ENSG00000158158.7	CNNM4	Cnnm4
ENSMUSG00000037410	ENSG00000167202	ENSG00000167202.7	TBC1D2B	Tbc1d2b
ENSMUSG00000037411	ENSG00000106366	ENSG00000106366.7	SERPINE1	Serpine1
ENSMUSG00000037415	ENSG00000141084	ENSG00000141084.6	RANBP10	Ranbp10
ENSMUSG00000037416	ENSG00000172869	ENSG00000172869.10	DMXL1	Dmxl1
ENSMUSG00000037418	ENSG00000167995	ENSG00000167995.11	BEST1	Best1
ENSMUSG00000037419	ENSG00000149218	ENSG00000149218.4	ENDOD1	Endod1
ENSMUSG00000037426	ENSG00000100150	ENSG00000100150.12	DEPDC5	Depdc5
ENSMUSG00000037428	ENSG00000128564	ENSG00000128564.5	VGF	Vgf
ENSMUSG00000037434	ENSG00000170385	ENSG00000170385.9	SLC30A1	Slc30a1
ENSMUSG00000037437	ENSG00000197140	ENSG00000197140.10	ADAM32	Adam32
ENSMUSG00000037440	ENSG00000112299	ENSG00000112299.7	VNN1	Vnn1
ENSMUSG00000037443	ENSG00000130695	ENSG00000130695.9	CEP85	Cep85
ENSMUSG00000037446	ENSG00000112041	ENSG00000112041.8	TULP1	Tulp1
ENSMUSG00000037447	ENSG00000196843	ENSG00000196843.11	ARID5A	Arid5a
ENSMUSG00000037455	ENSG00000146409	ENSG00000146409.6	SLC18B1	Slc18b1
ENSMUSG00000037458	ENSG00000155096	ENSG00000155096.9	AZIN1	Azin1
ENSMUSG00000037461	ENSG00000143493	ENSG00000143493.8	INTS7	Ints7
ENSMUSG00000037463	ENSG00000161243	ENSG00000161243.4	FBXO27	Fbxo27
ENSMUSG00000037465	ENSG00000155090	ENSG00000155090.10	KLF10	Klf10
ENSMUSG00000037466	ENSG00000185347	ENSG00000185347.13	C14orf80	4930427A07Rik
ENSMUSG00000037469	ENSG00000183760	ENSG00000183760.6	PAPL	Papl
ENSMUSG00000037470	ENSG00000136731	ENSG00000136731.8	UGGT1	Uggt1
ENSMUSG00000037474	ENSG00000143476	ENSG00000143476.13	DTL	Dtl
ENSMUSG00000037475	ENSG00000125676	ENSG00000125676.15	THOC2	Thoc2
ENSMUSG00000037477	ENSG00000167800	ENSG00000167800.9	TBX10	Tbx10
ENSMUSG00000037486	ENSG00000143970	ENSG00000143970.12	ASXL2	Asxl2
ENSMUSG00000037487	ENSG00000104517	ENSG00000104517.8	UBR5	Ubr5
ENSMUSG00000037490	ENSG00000146411	ENSG00000146411.5	SLC2A12	Slc2a12
ENSMUSG00000037492	ENSG00000165061	ENSG00000165061.10	ZMAT4	Zmat4
ENSMUSG00000037493	ENSG00000136425	ENSG00000136425.8	CIB2	Cib2
ENSMUSG00000037499	ENSG00000117691	ENSG00000117691.5	NENF	Nenf
ENSMUSG00000037503	ENSG00000152102	ENSG00000152102.13	FAM168B	Fam168b
ENSMUSG00000037509	ENSG00000136002	ENSG00000136002.12	ARHGEF4	Arhgef4
ENSMUSG00000037513	ENSG00000179134	ENSG00000179134.10	SAMD4B	Samd4b
ENSMUSG00000037514	ENSG00000125779	ENSG00000125779.17	PANK2	Pank2
ENSMUSG00000037519	ENSG00000131626	ENSG00000131626.11	PPFIA1	Ppfia1
ENSMUSG00000037523	ENSG00000088888	ENSG00000088888.13	MAVS	Mavs
ENSMUSG00000037525	ENSG00000186666	ENSG00000186666.4	BCDIN3D	Bcdin3d
ENSMUSG00000037526	ENSG00000126775	ENSG00000126775.8	ATG14	Atg14
ENSMUSG00000037531	ENSG00000136522	ENSG00000136522.9	MRPL47	Mrpl47
ENSMUSG00000037533	ENSG00000158987	ENSG00000158987.15	RAPGEF6	Rapgef6
ENSMUSG00000037536	ENSG00000178974	ENSG00000178974.5	FBXO34	Fbxo34
ENSMUSG00000037541	ENSG00000162105	ENSG00000162105.12	SHANK2	Shank2
ENSMUSG00000037542	ENSG00000118514	ENSG00000118514.9	ALDH8A1	Aldh8a1
ENSMUSG00000037544	ENSG00000126787	ENSG00000126787.8	DLGAP5	Dlgap5
ENSMUSG00000037548	ENSG00000242574	ENSG00000242574.4	HLA-DMB	H2-DMb2
ENSMUSG00000037552	ENSG00000090924	ENSG00000090924.10	PLEKHG2	Plekhg2
ENSMUSG00000037553	ENSG00000204160	ENSG00000204160.7	ZDHHC18	Zdhhc18
