Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189697Aligned.out.bam	GSM2189697Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189698Aligned.out.bam	GSM2189698Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189699Aligned.out.bam	GSM2189699Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189700Aligned.out.bam	GSM2189700Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189701Aligned.out.bam	GSM2189701Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189702Aligned.out.bam	GSM2189702Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189703Aligned.out.bam	GSM2189703Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189704Aligned.out.bam	GSM2189704Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189705Aligned.out.bam	GSM2189705Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189706Aligned.out.bam	GSM2189706Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189707Aligned.out.bam	GSM2189707Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189708Aligned.out.bam	GSM2189708Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189709Aligned.out.bam	GSM2189709Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189710Aligned.out.bam	GSM2189710Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189711Aligned.out.bam	GSM2189711Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189712Aligned.out.bam	GSM2189712Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189713Aligned.out.bam	GSM2189713Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189714Aligned.out.bam	GSM2189714Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189715Aligned.out.bam	GSM2189715Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189716Aligned.out.bam	GSM2189716Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189717Aligned.out.bam	GSM2189717Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189718Aligned.out.bam	GSM2189718Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189719Aligned.out.bam	GSM2189719Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189720Aligned.out.bam	GSM2189720Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189721Aligned.out.bam	GSM2189721Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189722Aligned.out.bam	GSM2189722Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189723Aligned.out.bam	GSM2189723Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189724Aligned.out.bam	GSM2189724Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189725Aligned.out.bam	GSM2189725Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189726Aligned.out.bam	GSM2189726Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189727Aligned.out.bam	GSM2189727Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189728Aligned.out.bam	GSM2189728Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189729Aligned.out.bam	GSM2189729Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189730Aligned.out.bam	GSM2189730Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189731Aligned.out.bam	GSM2189731Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189732Aligned.out.bam	GSM2189732Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189733Aligned.out.bam	GSM2189733Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189734Aligned.out.bam	GSM2189734Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189735Aligned.out.bam	GSM2189735Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189736Aligned.out.bam	GSM2189736Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189737Aligned.out.bam	GSM2189737Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189738Aligned.out.bam	GSM2189738Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189739Aligned.out.bam	GSM2189739Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189740Aligned.out.bam	GSM2189740Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189741Aligned.out.bam	GSM2189741Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189742Aligned.out.bam	GSM2189742Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189743Aligned.out.bam	GSM2189743Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189744Aligned.out.bam	GSM2189744Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189745Aligned.out.bam	GSM2189745Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189746Aligned.out.bam	GSM2189746Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189747Aligned.out.bam	GSM2189747Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189748Aligned.out.bam	GSM2189748Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189749Aligned.out.bam	GSM2189749Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189750Aligned.out.bam	GSM2189750Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189751Aligned.out.bam	GSM2189751Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189752Aligned.out.bam	GSM2189752Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189753Aligned.out.bam	GSM2189753Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189754Aligned.out.bam	GSM2189754Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189755Aligned.out.bam	GSM2189755Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189756Aligned.out.bam	GSM2189756Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189757Aligned.out.bam	GSM2189757Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189758Aligned.out.bam	GSM2189758Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189759Aligned.out.bam	GSM2189759Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189760Aligned.out.bam	GSM2189760Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189761Aligned.out.bam	GSM2189761Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189762Aligned.out.bam	GSM2189762Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189763Aligned.out.bam	GSM2189763Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189764Aligned.out.bam	GSM2189764Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189765Aligned.out.bam	GSM2189765Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189766Aligned.out.bam	GSM2189766Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189767Aligned.out.bam	GSM2189767Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189768Aligned.out.bam	GSM2189768Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189769Aligned.out.bam	GSM2189769Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189770Aligned.out.bam	GSM2189770Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189771Aligned.out.bam	GSM2189771Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189772Aligned.out.bam	GSM2189772Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189773Aligned.out.bam	GSM2189773Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189774Aligned.out.bam	GSM2189774Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189775Aligned.out.bam	GSM2189775Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189776Aligned.out.bam	GSM2189776Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189777Aligned.out.bam	GSM2189777Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189778Aligned.out.bam	GSM2189778Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189779Aligned.out.bam	GSM2189779Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189780Aligned.out.bam	GSM2189780Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189781Aligned.out.bam	GSM2189781Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189782Aligned.out.bam	GSM2189782Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189783Aligned.out.bam	GSM2189783Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189784Aligned.out.bam	GSM2189784Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189785Aligned.out.bam	GSM2189785Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189786Aligned.out.bam	GSM2189786Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189787Aligned.out.bam	GSM2189787Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189788Aligned.out.bam	GSM2189788Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189789Aligned.out.bam	GSM2189789Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189790Aligned.out.bam	GSM2189790Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189791Aligned.out.bam	GSM2189791Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189792Aligned.out.bam	GSM2189792Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189793Aligned.out.bam	GSM2189793Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189794Aligned.out.bam	GSM2189794Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189795Aligned.out.bam	GSM2189795Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189796Aligned.out.bam	GSM2189796Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189797Aligned.out.bam	GSM2189797Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189798Aligned.out.bam	GSM2189798Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189799Aligned.out.bam	GSM2189799Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189800Aligned.out.bam	GSM2189800Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189801Aligned.out.bam	GSM2189801Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189802Aligned.out.bam	GSM2189802Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189803Aligned.out.bam	GSM2189803Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189804Aligned.out.bam	GSM2189804Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189805Aligned.out.bam	GSM2189805Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189806Aligned.out.bam	GSM2189806Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189807Aligned.out.bam	GSM2189807Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189808Aligned.out.bam	GSM2189808Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189809Aligned.out.bam	GSM2189809Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189810Aligned.out.bam	GSM2189810Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189811Aligned.out.bam	GSM2189811Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189812Aligned.out.bam	GSM2189812Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189813Aligned.out.bam	GSM2189813Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189814Aligned.out.bam	GSM2189814Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189815Aligned.out.bam	GSM2189815Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189816Aligned.out.bam	GSM2189816Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189817Aligned.out.bam	GSM2189817Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189818Aligned.out.bam	GSM2189818Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189819Aligned.out.bam	GSM2189819Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189820Aligned.out.bam	GSM2189820Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189821Aligned.out.bam	GSM2189821Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189822Aligned.out.bam	GSM2189822Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189823Aligned.out.bam	GSM2189823Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189824Aligned.out.bam	GSM2189824Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189825Aligned.out.bam	GSM2189825Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189826Aligned.out.bam	GSM2189826Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189827Aligned.out.bam	GSM2189827Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189828Aligned.out.bam	GSM2189828Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189829Aligned.out.bam	GSM2189829Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189830Aligned.out.bam	GSM2189830Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189831Aligned.out.bam	GSM2189831Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189832Aligned.out.bam	GSM2189832Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189833Aligned.out.bam	GSM2189833Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189834Aligned.out.bam	GSM2189834Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189835Aligned.out.bam	GSM2189835Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189836Aligned.out.bam	GSM2189836Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189837Aligned.out.bam	GSM2189837Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189838Aligned.out.bam	GSM2189838Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189839Aligned.out.bam	GSM2189839Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189840Aligned.out.bam	GSM2189840Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189841Aligned.out.bam	GSM2189841Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189842Aligned.out.bam	GSM2189842Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189843Aligned.out.bam	GSM2189843Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189844Aligned.out.bam	GSM2189844Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189845Aligned.out.bam	GSM2189845Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189846Aligned.out.bam	GSM2189846Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189847Aligned.out.bam	GSM2189847Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189848Aligned.out.bam	GSM2189848Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189849Aligned.out.bam	GSM2189849Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189850Aligned.out.bam	GSM2189850Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189851Aligned.out.bam	GSM2189851Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189852Aligned.out.bam	GSM2189852Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189853Aligned.out.bam	GSM2189853Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189854Aligned.out.bam	GSM2189854Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189855Aligned.out.bam	GSM2189855Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189856Aligned.out.bam	GSM2189856Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189857Aligned.out.bam	GSM2189857Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189858Aligned.out.bam	GSM2189858Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189859Aligned.out.bam	GSM2189859Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189860Aligned.out.bam	GSM2189860Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189861Aligned.out.bam	GSM2189861Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189862Aligned.out.bam	GSM2189862Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189863Aligned.out.bam	GSM2189863Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189864Aligned.out.bam	GSM2189864Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189865Aligned.out.bam	GSM2189865Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189866Aligned.out.bam	GSM2189866Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189867Aligned.out.bam	GSM2189867Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189868Aligned.out.bam	GSM2189868Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189869Aligned.out.bam	GSM2189869Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189870Aligned.out.bam	GSM2189870Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189871Aligned.out.bam	GSM2189871Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189872Aligned.out.bam	GSM2189872Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189873Aligned.out.bam	GSM2189873Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189874Aligned.out.bam	GSM2189874Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189875Aligned.out.bam	GSM2189875Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189876Aligned.out.bam	GSM2189876Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189877Aligned.out.bam	GSM2189877Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189878Aligned.out.bam	GSM2189878Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189879Aligned.out.bam	GSM2189879Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189880Aligned.out.bam	GSM2189880Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189881Aligned.out.bam	GSM2189881Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189882Aligned.out.bam	GSM2189882Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189883Aligned.out.bam	GSM2189883Aligned.out_counts_genes_mm9.txt	Single
